customer_id,customer_name,segment,channel,region,currency,cohort,start_month,base_units,orders_pm,discount,passthrough,unit_drift,end_month
C0001,Alderley Finishing Ltd,Key Account,National Accounts,UK - Midlands,GBP,Won in FY25,2024-07,396.4902020859582,5.8435985973254665,0.8796133234198034,0.8968390783518716,-0.0691204313297022,2025-04
C0002,Caldera Infrastructure Group,Key Account,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,262.5685749420084,8.904195514680412,0.9092614329544451,0.7756000854278146,-0.026787996853166858,2025-04
C0003,Granton Builders Merchants,Key Account,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,738.5955368459374,6.531184337312186,0.8637366412310338,0.7605207567780325,0.22265603761471459,2025-04
C0004,Draycott Contracting,Key Account,Direct Sales,EU - Benelux,EUR,Won in FY25,2025-03,329.11468834016813,7.462332841366313,0.9021476376579954,0.8380446367267668,-0.16726917711887557,2025-04
C0005,Granton Fabrications,Key Account,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),2023-04,2240.859720359995,7.3178096709509255,0.921075437337763,0.8282555049219921,0.13436845751444576,2025-04
C0006,Wexford Finishing Ltd,Key Account,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,321.56617995817226,12.23342667437677,0.8355325556562653,0.7850383023461648,-0.1797400930154967,2025-04
C0007,Whitlock Builders Merchants,Key Account,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),2023-04,384.291009610015,9.35432551970775,0.9553995095232235,0.9148513744886819,-0.2632116345113848,2025-04
C0008,Pennine Distribution,Key Account,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,332.6199162956165,5.173600862912613,0.906981047800854,0.8744855094042197,-0.24991291028279633,2025-04
C0009,Langdale Builders Merchants,Key Account,National Accounts,UK - North,GBP,Won in FY25,2024-09,236.4601745842234,10.604575389621587,0.9051866876807484,0.8120982356113599,-0.12473806018540803,2025-04
C0010,Brockwell Distribution,Key Account,Direct Sales,UK - South,GBP,Won in FY24,2023-12,938.2722937341301,10.68656420796841,0.8909372646255782,0.8572832931611803,0.15224207996680783,2024-02
C0011,Tavistock Fabrications,Key Account,National Accounts,UK - Midlands,GBP,Existing (pre-FY24),2023-04,532.9159206739081,10.844761789156587,0.9003788602293362,0.9060666052119285,0.05840644230541059,2025-04
C0012,Kinross Protective Systems,Key Account,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),2023-04,610.0878401988095,10.025092642224028,0.8797616092145973,0.8372349602795779,0.060521379040303594,2025-04
C0013,Ferndale Paint & Decorating,Key Account,National Accounts,UK - South,GBP,Existing (pre-FY24),2023-04,1029.2909362858031,7.894272899859021,0.867212141702953,0.8871222250426499,-0.08131343542703913,2025-04
C0014,Garforth Protective Systems,Key Account,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),2023-04,190.5800148358672,10.227617451085262,0.8761434970052471,0.7577332318837431,0.1253988233571125,2025-04
C0015,Whitlock Contracting,Key Account,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,972.4276344905533,12.948455601743358,0.8698937664281898,0.7966598977180033,0.03736887668378781,2025-04
C0016,Wraysbury Distribution,Key Account,National Accounts,UK - South,GBP,Existing (pre-FY24),2023-04,304.4754649428033,7.487650761335729,0.8703406668088486,0.8396253553371547,-0.18333720265840703,2025-04
C0017,Aalders Finishing Ltd,Key Account,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,681.870839194419,11.042093224200135,0.8217622117747795,0.890202269614174,-0.1029368563877954,2025-04
C0018,Redmayne Builders Merchants,Key Account,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,649.4084340510096,16.943517977758834,0.8664340342042194,0.8064183076904323,-0.1195249031370297,2025-04
C0019,Orwell Steelworks,Key Account,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,453.25257130306784,11.087374236055926,0.8756685576148762,0.857538891720084,-0.06408941002222332,2025-04
C0020,Halstead Marine Services,Key Account,National Accounts,UK - Midlands,GBP,Won in FY25,2024-10,184.45103519625582,11.378916616525993,0.8624792224153547,0.8295888981338311,-0.34441576879715036,2025-04
C0021,Dunmore Finishing Ltd,Key Account,Direct Sales,UK - North,GBP,Won in FY25,2024-11,256.4016926919261,3.567101643361713,0.9029827409208144,0.8834861408035972,-0.13560339192155552,2025-04
C0022,Orwell Finishing Ltd,Key Account,National Accounts,EU - Benelux,EUR,Existing (pre-FY24),2023-04,438.51415618620433,9.387717497608701,0.8285496498018181,0.8235650792312765,-0.18013290851560682,2025-04
C0023,Blackthorn Paint & Decorating,Key Account,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,1128.2774951594101,9.260233467014858,0.8805320658227335,0.849761921223502,-0.05421726988385204,2025-04
C0024,Dunmore Protective Systems,Key Account,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,324.4750457425959,6.874559967663541,0.8297702542855514,0.7801304119429807,-0.3005356691896799,2025-04
C0025,Stanmore Distribution,Key Account,Direct Sales,EU - Benelux,EUR,Won in FY25,2024-11,323.84506829175393,9.784158565847195,0.891271687937501,0.8196355038496969,-0.06963651777968968,2025-04
C0026,Orwell Surface Technologies,Key Account,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,835.0560259194815,6.685821405317854,0.9330609844985298,0.771484947721143,0.33547944659114015,2025-04
C0027,Wexford Industrial Supplies,Mid-Market,E-commerce,UK - Midlands,GBP,Won in FY25,2024-11,55.0256524494795,8.41445848154419,0.9064598367002674,0.8960524440801135,0.07361977003816249,2025-04
C0028,Ilkley Distribution,Mid-Market,Direct Sales,EU - Nordics,EUR,Existing (pre-FY24),2023-04,136.73121765258247,6.324654885639383,0.9696846993275615,0.9074024458984259,0.12808633627721452,2025-04
C0029,Ossett Builders Merchants,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),2023-04,131.521430752413,3.7966387245772366,0.9329577251498355,0.9802435261293363,0.10052059828399768,2025-04
C0030,Halstead Coatings Group,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,101.75099395466876,4.369889645486401,1.003699735846201,0.8615999749172217,-0.03747415331787537,2025-04
C0031,Ossett Protective Systems,Mid-Market,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),2023-04,82.59126491787947,5.2225933163882345,0.9226563313281506,0.9105987186364856,0.007068818140591382,2023-10
C0032,Whitlock Trade Centre,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,105.85996228193746,6.011773188412762,0.8932495530232265,0.9244227894457373,-0.002888004678746293,2025-04
C0033,Kestrel Distribution,Mid-Market,E-commerce,UK - North,GBP,Existing (pre-FY24),2023-04,91.78052030052147,3.419128492705329,0.9398045271296838,0.9921551654333189,-0.20589873487979313,2025-04
C0034,Vandermeer Builders Merchants,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,85.32829930149106,4.187561056731141,1.0013616208215779,1.0119867839248082,-0.05436455149627799,2025-04
C0035,Langdale Engineering,Mid-Market,Direct Sales,UK - North,GBP,Existing (pre-FY24),2023-04,160.72364907879725,5.905319244237313,0.944665735018736,0.9183066213441445,0.14731893597879483,2025-04
C0036,Fairhurst Steelworks,Mid-Market,Trade Counter,UK - North,GBP,Won in FY25,2024-07,33.397165289115506,3.593357410432427,0.9324631293902205,0.9557781504240583,0.050037797311424534,2025-04
C0037,Dunmore Marine Services,Mid-Market,E-commerce,UK - North,GBP,Won in FY25,2024-05,90.04064246529522,2.602757032940724,0.9621230206018666,0.8544932190151209,-0.06535102104386985,2024-08
C0038,Whitlock Coatings Group,Mid-Market,Direct Sales,EU - Benelux,EUR,Existing (pre-FY24),2023-04,74.14856102985688,6.8671012254993915,0.9258498336057411,0.9169670137399407,0.020982427644022077,2025-04
C0039,Aalders Surface Technologies,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,43.620459291162156,2.9837803264955247,0.8947961078548204,0.8646111665575158,0.2269726079024966,2025-04
C0040,Kestrel Engineering,Mid-Market,Trade Counter,EU - Benelux,EUR,Existing (pre-FY24),2023-04,35.38737107250299,4.058328709504098,0.9302577576000847,0.9308181080032265,0.07550137409530741,2023-05
C0041,Granton Paint & Decorating,Mid-Market,Trade Counter,UK - North,GBP,Existing (pre-FY24),2023-04,56.71808989661784,2.7347616298594266,0.9369917790256224,0.8216247411220297,-0.02538774644955632,2023-04
C0042,Ilkley Contracting,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,73.55207082580985,4.957440893463368,0.954938281707106,0.9027622814511225,0.029143734743844095,2025-04
C0043,Langdale Fabrications,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,162.79468939739934,3.856234310043263,0.9522080572712691,0.9094630610766768,0.12887813969314527,2025-04
C0044,Brackley Engineering,Mid-Market,Trade Counter,UK - North,GBP,Won in FY24,2023-12,34.30763930632134,3.048536951048522,0.9438844304244391,0.8397243078374083,0.11907862913499494,2025-04
C0045,Newbold Surface Technologies,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,70.92053429261281,4.901378072152497,0.9522991227603178,0.9217098974485531,-0.16369603379410474,2025-04
C0046,Garforth Trade Centre,Mid-Market,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),2023-04,178.2321106679102,2.3792417084236663,0.9683485257064175,0.9596602580635359,-0.1972738132665412,2025-04
C0047,Orwell Marine Services,Mid-Market,Trade Counter,EU - Benelux,EUR,Existing (pre-FY24),2023-04,103.15625692344932,2.933094460111674,0.9792282493426803,1.0105131935927785,0.16115610132408462,2025-04
C0048,Granton Contracting,Mid-Market,Trade Counter,EU - Benelux,EUR,Existing (pre-FY24),2023-04,84.47387191912934,4.154623105145848,0.9711532210737984,1.021786732079746,0.121826423587364,2024-10
C0049,Coniston Protective Systems,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,80.68785833726106,7.180281174159997,0.9791029808869842,0.8768537068060358,-0.08036589045589226,2025-04
C0050,Nystrom Builders Merchants,Mid-Market,Trade Counter,UK - South,GBP,Existing (pre-FY24),2023-04,122.62744081769532,3.759465692466972,0.9794561977200624,0.9569318222072263,0.06832754260631596,2025-04
C0051,Halstead Engineering,Mid-Market,Trade Counter,UK - Midlands,GBP,Existing (pre-FY24),2023-04,89.98637160300737,3.9416787455055164,0.975220066994238,0.9468139618594267,0.2986410541681733,2025-04
C0052,Pentland Contracting,Mid-Market,Direct Sales,UK - Midlands,GBP,Existing (pre-FY24),2023-04,89.95379602359661,2.756347990693153,0.9707817035900542,0.8703049447666747,0.05956250008828506,2025-04
C0053,Nystrom Protective Systems,Mid-Market,E-commerce,Ireland,EUR,Existing (pre-FY24),2023-04,144.47990959777493,2.801097351219207,0.9432319524627084,0.9566218302457538,-0.028640225675349816,2025-04
C0054,Granton Protective Systems,Mid-Market,E-commerce,UK - North,GBP,Won in FY25,2025-03,105.65572709429927,3.825561829642872,0.968085629438235,0.910140436408594,0.08497666796803545,2025-04
C0055,Blackthorn Fabrications,Mid-Market,Direct Sales,UK - South,GBP,Existing (pre-FY24),2023-04,61.03236938314468,5.328498976528744,0.8988765004786243,0.9163168733372372,-0.04699595901592211,2025-04
