coverage,depth,senior_share,advisers,trend,days_idle,qa_count,withdrew
0.29171465484986564,1.103358950514113,0.2329574027782149,4.0,-0.030794288174303276,0.8592647629283139,19.0,0
0.5468924936300283,0.6776422207279801,0.3174747534078613,1.0,0.2124216974208501,6.593713222034168,23.0,1
0.8219242379813412,0.7699749812120577,0.37408053978038047,3.0,-0.4758463222200434,9.58067218878072,11.0,0
0.5080295987831706,1.5608643678679457,0.13696320188122174,3.0,0.2697905177545781,16.894072887747015,14.0,1
0.4563332778160297,0.4692696832724267,0.26669402910849266,2.0,0.14594067312527872,2.8433082945977444,12.0,0
0.36362589862711425,1.628887116212341,0.33209483910550686,0.0,0.029684204160293395,0.8725141744847507,16.0,0
0.3492509002616254,0.7864495435334645,0.3624743991772198,0.0,0.7543973155317545,3.105940491568115,18.0,1
0.22876281862173117,0.6181357200522536,0.4870792510958485,1.0,0.9967613581073794,3.4008781593281303,15.0,0
0.15600263434491207,0.6312030366208845,0.42890150473587574,4.0,0.7109718486028935,3.0156771014166974,23.0,0
0.2591301449930239,0.659853057835015,0.41092337679669777,3.0,-0.15048736869173285,1.592856626844672,10.0,0
0.6316623863678006,0.7809129123960349,0.062420029996532046,2.0,0.3474689760769725,6.030271630592072,10.0,1
0.4568439300463132,0.562499344243086,0.35226547733574626,3.0,0.24967154254979745,9.538820737808463,16.0,0
0.36253300109227454,0.2812520498219287,0.34539297059969354,0.0,0.5946481315080825,4.690255095813451,12.0,0
0.39500468907906316,1.3344801434798204,0.08626045714694736,3.0,-0.7602159253538329,8.96483292256589,10.0,1
0.4752439443443494,0.7688600150883586,0.5252305523207589,0.0,0.1423856378656123,11.183420989514016,13.0,1
0.8052864719393608,1.302716434909651,0.2652374889724361,4.0,0.6192716088735355,17.04320079068079,12.0,0
0.6459559276842646,0.3703507372273307,0.3525758979754036,3.0,0.4773940275709998,9.56501192854991,15.0,1
0.538611747883113,0.8916970995231459,0.16007132086536582,0.0,0.7540087498102104,8.612046411286176,16.0,0
0.6402226381336446,0.6625366568310841,0.4953230901545932,4.0,0.12751720379027712,6.686118957705287,11.0,0
0.7291142907994542,0.6438393748535338,0.14972108788338687,2.0,-0.6805337483974195,3.4506728582926853,17.0,1
0.1751267524997334,1.2279012580059894,0.34818923987240513,2.0,-0.28101929268818127,4.2496921826968395,11.0,1
0.4438269413469552,1.5711273719993322,0.1302383288048925,4.0,-0.6056884577943358,6.504063030975825,14.0,1
0.2250308736207959,0.710162029776528,0.32612581202350294,3.0,0.07913727963977726,13.794078087350124,16.0,0
0.2287867762320774,1.5772895554547826,0.10723066585374096,2.0,0.40684993284835463,8.199500473878176,12.0,1
0.1294612203766748,0.5223180192748869,0.29547089865674137,3.0,-0.4805957293750048,14.498506719281252,15.0,1
0.21587563370354723,0.4992119540143702,0.12362782179675287,4.0,-0.21480865683706066,9.963860758428824,13.0,0
0.5630473990584812,1.1918975469749629,0.1826937088175845,1.0,0.3380395736927197,1.216464234800575,18.0,0
0.742907903663994,0.9542472156921383,0.25920836985249385,2.0,-0.5810117238660343,4.451247436178633,27.0,0
0.4106094242753068,1.8340979030018187,0.434513118687931,3.0,-0.25189823210274104,3.6448393973097764,19.0,0
0.49219935352352384,1.1675222439505248,0.3936508858676936,0.0,0.18798126765307246,9.414171245667754,12.0,0
0.6797857241934149,1.0679311448530515,0.217047979792943,1.0,0.8324933067786046,4.223511210112559,20.0,0
0.7488693343806344,0.1086091621505838,0.15428935045940007,0.0,-0.4875943194011673,3.870487965484426,16.0,1
0.8399008682061198,1.5673749882880421,0.5031685354742332,3.0,0.779389809502998,4.483948664009586,21.0,0
0.613464704678139,0.7077971283292618,0.11093057631248134,4.0,0.17774446178370626,1.3614697430518354,15.0,1
0.32832105812765483,0.7218379145867085,0.10741064484604829,2.0,0.11772106225002874,2.57018207207047,17.0,1
0.7077100283007601,1.2328492492865746,0.12921513549323985,1.0,0.24531028997779564,9.668296545744555,16.0,0
0.6022257183388877,0.7871653033022346,0.2776886906822275,0.0,-1.1887317737648329,10.715004986221814,18.0,1
0.21782207852226135,0.6366504981352457,0.6303414681337054,1.0,1.6,6.068623903226028,24.0,0
0.25891447685523983,1.4713775994744653,0.04971883026667966,4.0,0.23571005198001854,21.293853851471948,12.0,1
0.6271524906823758,0.8212751732611023,0.24985941320745284,1.0,-0.12529098220560855,1.1171385672846015,12.0,0
0.46546489086576265,1.1789267271711008,0.15486742060130998,2.0,-0.5633460617493407,0.9425371066722512,18.0,1
0.2126660804157258,1.1363433153389244,0.3396548995008053,2.0,0.354593520106521,6.497754168128339,12.0,1
0.46297779502487074,0.8758462565404703,0.06164180547247003,2.0,-0.32883777595398456,0.847962513919537,14.0,0
0.7346669069146414,1.886568105926958,0.5393730578910824,2.0,0.5531701068390059,10.461915335606237,19.0,0
0.3107107781266273,0.8646304523229669,0.12416538434424666,4.0,0.5684592282063662,8.20018456219474,17.0,1
0.4361560036688982,1.1794930478470276,0.146409750767268,3.0,-0.07593775432642,4.192725502298128,21.0,0
0.4736695314854004,0.6829075750962162,0.17727550055450128,2.0,0.9214091185793933,3.718255883174937,15.0,0
0.6863631834496137,1.3805593814480992,0.2868519670634438,0.0,0.010385151340914594,4.89688806606395,9.0,0
0.42945860325675295,1.1402958409566555,0.13244185975702874,1.0,-0.8041692818930238,11.996761238119788,12.0,1
0.14285737357973388,1.1060392928271299,0.32488184963446903,3.0,0.42924296562342096,5.421004627842484,15.0,0
0.16456522766448087,1.0942592113169856,0.5676081941535158,4.0,0.5024679017800032,13.277791782647258,22.0,0
0.19896404401528953,2.789741498281055,0.14983609080333857,1.0,0.5469975477027874,0.5316212362036966,11.0,0
0.38154627245147504,0.8756686925759264,0.3276271635054829,3.0,0.17516143153074915,2.007348596299018,15.0,0
0.5606193917840283,1.0574514854704784,0.1023216102556092,0.0,0.39355550048813154,0.5305816951321342,17.0,0
0.500641925887636,1.7766434881747106,0.19293095718966008,0.0,-0.08801673288677674,13.401693248274636,12.0,1
0.4136175273852376,0.8619747023909606,0.4120029219245176,0.0,-0.14588832240148364,7.696239412942586,16.0,1
0.41972182389778884,0.855589143047872,0.202874669601975,1.0,-0.3228824013935069,12.784169864004403,13.0,1
0.32993765521427726,1.5667611955257048,0.41964840806434034,3.0,-0.3490814177587713,6.472371808974434,17.0,0
0.1617189449314324,1.0261425895163083,0.1004719705950492,1.0,0.8712755660976682,11.340735697148002,17.0,1
0.737324675074015,0.4341377830102164,0.1796592241426752,0.0,-1.2656612512119532,2.4201484926921975,21.0,1
0.825414782986573,0.37751539331050976,0.18144517594197573,3.0,0.3971395549402822,7.465462947840207,19.0,0
0.14721717056847305,0.28742187239535744,0.1754071085960945,3.0,-0.29159344095692674,7.8046922519288575,22.0,1
0.42977183373595285,2.5486156925266994,0.3797050121721836,2.0,0.34939937331427845,2.732648468376395,19.0,0
0.5535245475237602,2.237785510681045,0.34755442140466364,4.0,0.12693889221645666,3.8120821221713195,9.0,0
0.06901829890627686,0.6619160702890963,0.23738822351814748,2.0,0.3947812927086403,15.338537894134488,13.0,1
0.34661074027669064,1.0462595224267393,0.46649730726838395,3.0,0.18740945176102186,13.610302105774059,8.0,0
0.6107824307492926,0.7985145055404296,0.7526218463779357,0.0,0.18280355478652932,10.254344621414354,14.0,1
0.507564201167537,0.841836080415413,0.1938179158151734,3.0,0.7653455911021128,2.95637557442092,10.0,0
0.5983502963869368,0.5840988414732126,0.16260929122691392,1.0,0.3463640284025678,0.5764313214686484,10.0,0
0.6980623847752468,0.953190332587952,0.39200714337003256,2.0,-0.24522284167834868,2.1482817103412915,19.0,0
0.72136668930159,0.5252111060796524,0.2482181728135529,2.0,-1.0062463103984998,8.418775652886948,16.0,1
0.6427262890281097,1.1544603183180995,0.263224678205765,4.0,0.22216220322997235,10.026077250316341,14.0,0
0.29087844109384275,1.0884607981182228,0.25288029082797736,0.0,0.5848470840591524,2.7397851148472,15.0,0
0.48667222144081507,0.8143384624898156,0.3857957023932819,0.0,0.9641168236318556,6.772292029890171,20.0,0
0.26983511747080224,0.9131193838645101,0.6971579949244205,3.0,0.3093190626486404,1.1718899152759497,20.0,0
0.5308630878299566,0.7010151780227328,0.24332992722481717,1.0,1.2606081217722889,3.27766466319563,18.0,0
0.6336898392618713,1.1260095394494385,0.16435940765977927,4.0,-0.3420534774931984,7.494789442689669,15.0,0
0.10334600555701869,1.6385274689656395,0.2158043430558533,3.0,-0.32101510918536463,4.145047740649257,19.0,1
0.5777130364482742,0.6319229697403873,0.5548814363155491,2.0,-0.5575460381618692,3.790730754621526,12.0,1
0.27215681872627445,0.46620855095480995,0.1660037243197719,1.0,0.5402354275129205,2.1078100924027146,23.0,0
0.31324953220461416,0.8103638200921902,0.7147970701592293,1.0,-0.43854432442470065,11.8229709190262,13.0,1
0.16190772779113113,1.0733722248258328,0.08529596547955469,1.0,-0.11044544163687349,3.4992435712223613,17.0,0
0.7516428838750111,0.6685234440486439,0.3590386436190157,0.0,-0.49092379280673565,4.274149019364813,18.0,1
0.5561220472203467,0.7661955390270477,0.7262664861457527,0.0,-0.14782576811482323,8.787072139909954,15.0,0
0.049206258736634,0.4736336712525172,0.21358107362145365,2.0,-0.4332713609229894,5.1474399290145225,9.0,1
0.18827284086917756,0.6130305332208739,0.4521034925481235,3.0,-0.20653972203714985,0.7081159807927669,25.0,1
0.667398616286649,1.116525715064617,0.2002631306674171,2.0,0.42869955475728777,4.225684391032361,15.0,0
0.37912305596471646,2.0985912120006005,0.29503884688796994,0.0,-0.6815004440361397,12.806600301940488,18.0,0
0.28165026915467295,0.49318168863708917,0.04534846424566406,0.0,-1.2118568532372123,10.430411905314168,18.0,1
0.4268764315641142,0.4674477089746507,0.02499733401734523,1.0,0.01309500468039646,0.3500173851222933,19.0,0
0.25037617423955894,0.6399947393056206,0.6464702335533697,2.0,-0.2541821361836507,4.596693575836229,16.0,0
